60
38
4421	2	C 3
26082	2	C 3
48185	5	C 3
103885	1	C 3
114495	1	B 2
125547	1	A 2
136156	1	B 2
147208	1	C 3
158259	2	D 3
180363	2	E 3
202466	2	E 3
224569	5	E 3
280269	1	E 3
290879	1	D 3
302373	1	C 3
312982	1	D 3
324034	1	E 3
334643	2	F 3
357189	4	G 3
401837	5	C 3
457095	1	A 3
467263	1	G 3
478757	1	F 3
489808	2	E 3
512354	2	D 3
534457	2	C 3
555676	1	C 4
566728	1	B 3
577779	1	A 3
588831	1	B 3
599882	1	A 3
610934	1	G 3
622428	1	F 3
633037	1	G 3
644531	1	F 3
655583	1	E 3
666634	2	D 3
688738	2	G 3
