120
70
57911	2	D 4
69724	2	F 4
82465	2	G 4
95900	2	A#4
109567	2	A#4
121612	2	A#4
133889	2	A#4
147788	2	A#4
160528	2	A#4
172574	2	A#4
186009	2	A#4
198517	2	A#4
212648	2	A#4
222145	2	A#4
236738	2	A#4
249016	2	A#4
259903	2	G#4
272411	2	C#4
283530	2	D 4
297197	2	A#3
310169	2	A#3
322446	2	A#3
334955	2	A#3
347927	2	A#3
360899	2	A#3
374797	2	A#3
385684	2	A#3
397498	2	D 4
410470	2	F 4
422284	2	G 4
434098	2	F 4
445217	2	D 4
459347	2	C 4
472550	4	A#3
499421	4	F 4
523048	2	F 4
532314	4	F 4
556868	2	F 4
565439	4	F 4
587908	2	F 4
598564	4	F 4
620338	2	F 4
630762	4	F 4
653231	4	F 4
674311	4	F 4
696085	2	F 4
704656	4	F 4
728052	2	F 4
735233	4	F 4
759555	2	F 4
772296	4	F 4
792912	2	F 4
804262	4	F 4
827658	4	F 4
845958	4	F 4
866574	2	A#4
879083	2	A#4
891591	2	A#4
904563	2	G#4
918230	2	G 4
931665	2	F 4
944869	2	C 5
958073	2	A#4
969192	2	G#4
983090	2	G 4
994904	2	F 4
1008339	2	D#4
1021543	2	C#4
1031967	2	D 4
1049108	16	A#3
